Peak# R.Time I.Time F.Time Area Area% Height Height% A/H Mark Name 
 1 3.136 3.085 3.185 20392046 5.70 10738484 8.42 1.90 MI Propanoic acid, ethyl ester 
 2 4.654 4.620 4.715 12345519 3.45 5799382 4.55 2.13 MI Acetic acid, butyl ester 
 3 7.880 7.845 7.930 593606 0.17 232814 0.18 2.55 MI Tricyclo[2.2.1.0(2,6)]heptane, 1,7,7-trimethyl- 
 4 8.361 8.220 8.455 14536778 4.06 3969344 3.11 3.66 MI (1R)-2,6,6-Trimethylbicyclo[3.1.1]hept-2-ene 
 5 8.978 8.825 9.080 31913326 8.91 7520613 5.90 4.24 MI Camphene 
 6 10.144 10.095 10.190 233269 0.07 82117 0.06 2.84 MI 2-Propanol, 1-(propylthio)- 
 7 10.236 10.195 10.295 1270618 0.35 411628 0.32 3.09 MI Bicyclo[3.1.1]heptane, 6,6-dimethyl-2-methylene-, (1S)- 
 8 10.976 10.945 11.000 190419 0.05 74534 0.06 2.55 MI 2-Oxabicyclo[2.2.2]octan-6-ol, 1,3,3-trimethyl-, acetate 
 9 11.059 11.000 11.175 4142240 1.16 1034406 0.81 4.00 MI .beta.-Myrcene 
 10 11.649 11.585 11.730 1097652 0.31 277017 0.22 3.96 MI .alpha.-Phellandrene 
 11 13.029 12.840 13.145 45836707 12.80 5390863 4.23 8.50 MI Bicyclo[3.1.0]hexan-2-ol, 2-methyl-5-(1-methylethyl)-, (1.alpha.,2.alpha.,5.alpha.)- 
 12 20.486 20.425 20.580 4693567 1.31 1115913 0.87 4.21 MI Bicyclo[2.2.1]heptan-2-ol, 1,7,7-trimethyl-, (1S-endo)- 
 13 21.797 21.730 22.010 2285824 0.64 258064 0.20 8.86 MI .alpha.-Terpineol 
 14 25.149 25.100 25.230 1227372 0.34 372160 0.29 3.30 MI Bornyl acetate 
 15 25.541 25.510 25.605 296586 0.08 95790 0.08 3.10 MI 2-Pentadecanone, 6,10,14-trimethyl-
 16 26.193 26.170 26.220 685543 0.19 446320 0.35 1.54 MI Cyclohexene, 4-ethenyl-4-methyl-3-(1-methylethenyl)-1-(1-methylethyl)-, (3R-trans)- 
 17 26.590 26.560 26.645 2239882 0.63 1031147 0.81 2.17 MI 1,2,4-Metheno-1H-indene, octahydro-1,7a-dimethyl-5-(1-methylethyl)-, [1S-(1.alpha.,2.alpha.,3a.beta.,4.alpha.,5.alpha.,7a.beta. 
 18 26.722 26.690 26.770 4603789 1.29 2442529 1.91 1.88 MI Copaene 
 19 26.820 26.795 26.870 6057191 1.69 2800810 2.20 2.16 MI Geranyl acetate 
 20 26.906 26.870 26.945 4570382 1.28 3010844 2.36 1.52 MI Cyclohexane, 1-ethenyl-1-methyl-2,4-bis(1-methylethenyl)-, [1S-(1.alpha.,2.beta.,4.beta.)]- 
 21 27.034 27.010 27.070 2280642 0.64 1748101 1.37 1.30 MI 1H-3a,7-Methanoazulene, 2,3,4,7,8,8a-hexahydro-3,6,8,8-tetramethyl-, [3R-(3.alpha.,3a.beta.,7.beta.,8a.alpha.)]- 
 22 27.199 27.175 27.225 1315292 0.37 913767 0.72 1.44 MI Bicyclo[5.2.0]nonane, 2-methylene-4,8,8-trimethyl-4-vinyl- 
 23 27.321 27.265 27.360 5005324 1.40 2884712 2.26 1.74 MI Bicyclo[5.2.0]nonane, 2-methylene-4,8,8-trimethyl-4-vinyl- 
 24 27.500 27.450 27.545 5125622 1.43 2294055 1.80 2.23 MI Cyclohexene, 3-(1,5-dimethyl-4-hexenyl)-6-methylene-, [S-(R*,S*)]- 
 25 27.580 27.550 27.620 2480893 0.69 1596822 1.25 1.55 MI Alloaromadendrene 
